"Cell age","Growth","Growth rate","Absolute position","Relative position"
26.75,3.278724,0.012041,494.425398,0.594572
26.75,6.446766,0.035425,503.594485,0.605598
26.75,7.095505,0.027085,507.121057,0.609839
26.75,10.911019,0.027673,531.807061,0.639525
27.13,7.023287,0.032192,120.454545,0.128226
27.13,6.959824,0.026181,131.060606,0.139516
27.13,1.755822,0.022275,144.69697,0.154032
27.13,6.219417,0.028111,143.939394,0.153226
27.13,9.117581,0.033494,206.060606,0.219355
27.13,4.019351,0.025262,210.606061,0.224194
27.13,8.757955,0.035198,213.636364,0.227419
27.13,8.906036,0.02604,225,0.239516
27.13,9.582979,0.040225,221.212121,0.235484
27.13,8.292556,0.039757,227.272727,0.241935
27.13,5.034766,0.02738,228.787879,0.243548
27.13,8.059857,0.04204,234.848485,0.25
27.13,6.050181,0.027572,237.878788,0.253226
27.13,7.763694,0.027737,246.212121,0.262097
27.13,9.138735,0.039606,250,0.266129
27.13,11.888817,0.024245,250.757576,0.266935
27.13,7.234832,0.045757,252.272727,0.268548
27.13,9.667597,0.032631,266.666667,0.283871
27.13,9.075272,0.031952,266.666667,0.283871
27.13,6.769433,0.045568,274.242424,0.291935
27.13,7.234832,0.035407,281.060606,0.299194
27.13,3.0674,0.020573,284.090909,0.302419
27.13,7.467531,0.032453,285.606061,0.304032
27.13,8.038702,0.036562,289.393939,0.308065
27.13,8.609873,0.039842,300,0.319355
27.13,12.692688,0.032198,296.969697,0.316129
27.13,8.92719,0.037895,296.969697,0.316129
27.13,9.794524,0.032513,300,0.319355
27.13,5.690555,0.036499,309.090909,0.329032
27.13,7.530995,0.043971,315.151515,0.335484
27.13,6.854051,0.031318,321.212121,0.341935
27.13,6.134799,0.036555,324.242424,0.345161
27.13,9.688752,0.028427,331.818182,0.353226
27.13,8.863727,0.032802,332.575758,0.354032
27.13,9.117581,0.032828,335.606061,0.357258
27.13,16.140868,0.025917,344.69697,0.366935
27.13,11.084947,0.032932,331.060606,0.352419
27.13,10.513776,0.040055,338.636364,0.360484
27.13,7.277141,0.040352,339.393939,0.36129
27.13,8.863727,0.030528,340.151515,0.362097
27.13,7.657922,0.035447,349.242424,0.371774
27.13,5.9021,0.033421,346.969697,0.369355
27.13,6.155954,0.028694,353.030303,0.375806
27.13,5.119384,0.040699,352.272727,0.375
27.13,13.898493,0.031008,363.636364,0.387097
27.13,9.096426,0.036697,353.787879,0.376613
27.13,6.367498,0.034183,359.090909,0.382258
27.13,5.204002,0.030079,360.606061,0.383871
27.13,31.964419,0.023431,340.909091,0.362903
27.13,5.690555,0.038182,369.69697,0.393548
27.13,7.890621,0.034564,371.212121,0.395161
27.13,7.425222,0.028556,381.060606,0.405645
27.13,9.138735,0.021426,386.363636,0.41129
27.13,8.377174,0.031231,378.787879,0.403226
27.13,5.521319,0.039666,384.848485,0.409677
27.13,8.609873,0.028721,385.606061,0.410484
27.13,6.029027,0.030071,404.545455,0.430645
27.13,10.746476,0.023488,409.848485,0.43629
27.13,11.275338,0.025549,410.606061,0.437097
27.13,30.27206,0.023259,403.030303,0.429032
27.13,11.867663,0.027048,439.393939,0.467742
27.13,5.542474,0.026806,440.151515,0.468548
27.13,9.561825,0.0242,506.818182,0.539516
27.13,3.744343,0.030272,514.393939,0.547581
27.13,12.946541,0.024346,597.727273,0.63629
27.13,10.661858,0.023879,608.333333,0.647581
27.13,14.808136,0.02161,671.212121,0.714516
27.13,5.373238,0.021795,690.909091,0.735484
27.17,4.601651,0.035826,128.859526,0.290352
27.17,9.752895,0.046999,227.305002,0.512173
27.17,7.465836,0.039668,238.910363,0.538323
27.17,5.50045,0.030606,244.512951,0.550947
27.17,7.296622,0.034724,257.719051,0.580703
27.17,8.641512,0.051028,262.921455,0.592426
27.17,3.880915,0.024124,264.922379,0.596934
27.17,3.194659,0.022329,279.329034,0.629396
27.17,8.647565,0.035355,290.934395,0.655546
27.17,8.977849,0.032673,306.14142,0.689811
33.24,9.67756,0.032559,288.4111,0.505119
33.24,11.534161,0.036303,314.718869,0.551195
33.24,15.555056,0.037572,355.154885,0.622014
33.24,9.008859,0.012273,504.232244,0.883106
33.24,1.163002,0.005872,529.078471,0.926621
33.63,14.852882,0.032041,246.239113,0.34728
33.63,11.776397,0.037552,420.08986,0.592469
33.63,7.254748,0.018664,498.411699,0.702929
33.63,8.106808,0.026013,519.178853,0.732218
34.89,9.223732,0.030176,189.28744,0.42651
34.89,6.833489,0.028887,222.102599,0.500451
34.89,12.491064,0.030836,237.309623,0.534716
34.89,6.981051,0.022749,244.112766,0.550045
34.89,9.611944,0.032956,260.120161,0.586114
34.89,11.756074,0.036359,260.520346,0.587015
34.89,10.268748,0.039223,254.517573,0.57349
34.89,8.859239,0.031027,265.722749,0.598738
34.89,12.426846,0.043188,282.930698,0.637511
34.89,11.626293,0.031369,301.339201,0.67899
34.89,8.829229,0.055996,298.137723,0.671776
34.89,20.456227,0.079749,312.144193,0.703336
34.89,8.616054,0.039375,312.144193,0.703336
38.95,18.263475,0.028232,250.386614,0.301103
38.95,12.066765,0.029231,293.410792,0.352841
38.95,5.607994,0.025738,313.159596,0.37659
38.95,7.928301,0.02237,341.372172,0.410517
38.95,14.437544,0.024194,354.773146,0.426633
38.95,10.819491,0.032706,375.932578,0.452078
38.95,9.338476,0.024913,378.753836,0.455471
38.95,3.3038,0.01861,404.145154,0.486005
38.95,11.001294,0.033914,399.913268,0.480916
38.95,14.144846,0.026303,405.555783,0.487701
38.95,7.914309,0.027071,411.903613,0.495335
38.95,9.164637,0.030306,418.251442,0.502969
38.95,11.604536,0.033915,430.947101,0.518236
38.95,10.484404,0.025728,432.35773,0.519932
38.95,10.702474,0.015648,433.063045,0.52078
38.95,11.854578,0.020907,454.927791,0.547074
38.95,10.736247,0.02509,451.401219,0.542833
38.95,8.991651,0.022031,463.391564,0.557252
38.95,15.389265,0.023026,460.570306,0.553859
38.95,13.535362,0.019969,486.666939,0.585242
38.95,14.608929,0.021727,488.782883,0.587786
38.95,8.318769,0.02613,502.889171,0.60475
38.95,10.449511,0.020216,513.468887,0.617472
38.95,15.476552,0.023346,525.459232,0.631891
38.95,10.211074,0.029128,536.038948,0.644614
38.95,9.485919,0.022712,564.251524,0.678541
38.95,10.443749,0.030179,580.473755,0.698049
38.95,18.558828,0.027302,600.927873,0.722646
39.37,10.841904,0.033422,306.436794,0.536689
39.37,11.13146,0.038036,321.539402,0.56314
39.37,6.264596,0.021816,347.847171,0.609215
39.37,7.852089,0.029788,351.257438,0.615188
39.37,7.616051,0.033801,359.539513,0.629693
39.37,8.477206,0.024805,387.308825,0.678328
39.37,9.419766,0.024853,406.308881,0.711604
42.92,7.002133,0.020856,42.424242,0.045161
42.92,7.298295,0.019931,65.151515,0.069355
42.92,20.392918,0.025761,141.666667,0.150806
42.92,12.819615,0.02592,175.757576,0.187097
42.92,24.454578,0.023502,206.818182,0.220161
42.92,10.34454,0.024095,212.121212,0.225806
42.92,7.742539,0.035096,227.272727,0.241935
42.92,8.631028,0.036514,230.30303,0.245161
42.92,13.263859,0.042434,234.848485,0.25
42.92,10.746476,0.039923,243.181818,0.258871
42.92,11.106102,0.034353,246.969697,0.262903
42.92,20.964089,0.02568,243.939394,0.259677
42.92,18.89095,0.023786,262.878788,0.279839
42.92,11.233029,0.030878,264.393939,0.281452
42.92,12.861924,0.034179,265.151515,0.282258
42.92,8.631028,0.040983,267.424242,0.284677
42.92,12.058053,0.026247,280.30303,0.298387
42.92,6.959824,0.037923,273.484848,0.291129
42.92,11.148411,0.034837,289.393939,0.308065
42.92,14.279274,0.036498,288.636364,0.307258
42.92,11.042638,0.022706,300,0.319355
42.92,9.138735,0.037085,297.727273,0.316935
42.92,10.259923,0.030594,306.818182,0.326613
42.92,9.477207,0.028345,302.272727,0.321774
42.92,7.594458,0.025704,300.757576,0.320161
42.92,6.536734,0.024797,332.575758,0.354032
42.92,7.806003,0.028835,318.181818,0.33871
42.92,9.096426,0.025985,326.515152,0.347581
42.92,17.812072,0.032684,315.909091,0.33629
42.92,10.006069,0.032324,325,0.345968
42.92,10.76763,0.041742,324.242424,0.345161
42.92,9.075272,0.039546,334.848485,0.356452
42.92,13.348477,0.034564,331.060606,0.352419
42.92,6.536734,0.024797,332.575758,0.354032
42.92,13.60233,0.028044,327.272727,0.348387
42.92,11.613809,0.030617,340.151515,0.362097
42.92,9.498361,0.033076,343.939394,0.366129
42.92,9.477207,0.030379,347.727273,0.370161
42.92,16.183177,0.030471,340.151515,0.362097
42.92,12.967696,0.029991,372.727273,0.396774
42.92,11.317647,0.031617,375,0.399194
42.92,10.894557,0.033476,384.090909,0.408871
42.92,11.698427,0.023225,389.393939,0.414516
42.92,10.429158,0.023942,389.393939,0.414516
42.92,8.165629,0.025742,391.666667,0.416935
42.92,15.210071,0.027757,400.757576,0.426613
42.92,11.106102,0.02065,412.878788,0.439516
42.92,7.552149,0.032269,413.636364,0.440323
42.92,7.636767,0.032939,413.636364,0.440323
42.92,11.38111,0.0264,419.69697,0.446774
42.92,8.461792,0.030214,422.727273,0.45
42.92,7.255986,0.021966,431.060606,0.458871
42.92,6.029027,0.023155,429.545455,0.457258
42.92,11.000329,0.024433,454.545455,0.483871
42.92,11.550346,0.027637,457.575758,0.487097
42.92,11.529191,0.020773,462.121212,0.491935
42.92,10.809939,0.021945,462.878788,0.492742
42.92,9.77337,0.026851,470.454545,0.500806
42.92,8.334865,0.02752,475.757576,0.506452
42.92,8.31371,0.029594,469.69697,0.5
42.92,6.621352,0.026983,474.242424,0.504839
42.92,10.450313,0.026722,484.848485,0.516129
42.92,10.027223,0.024686,489.393939,0.520968
42.92,8.631028,0.024976,487.878788,0.519355
42.92,7.93293,0.026309,499.242424,0.531452
42.92,6.769433,0.028962,500,0.532258
42.92,8.525255,0.025233,504.545455,0.537097
42.92,9.011808,0.022057,503.030303,0.535484
42.92,8.12332,0.033348,504.545455,0.537097
42.92,12.290753,0.017859,497.727273,0.529839
42.92,8.419483,0.025878,508.333333,0.541129
42.92,9.392589,0.023564,517.424242,0.550806
42.92,12.121517,0.02621,517.424242,0.550806
42.92,10.132996,0.027368,516.666667,0.55
42.92,7.890621,0.018505,517.424242,0.550806
42.92,9.625288,0.024918,522.727273,0.556452
42.92,10.809939,0.022212,518.181818,0.551613
42.92,10.323386,0.026988,528.030303,0.562097
42.92,7.721385,0.018369,523.484848,0.557258
42.92,7.636767,0.023028,521.212121,0.554839
42.92,6.748279,0.024985,532.575758,0.566935
42.92,5.436701,0.021476,532.575758,0.566935
42.92,11.550346,0.026066,538.636364,0.573387
42.92,11.973435,0.020662,528.787879,0.562903
42.92,7.361759,0.025339,545.454545,0.580645
42.92,6.70597,0.023473,543.181818,0.578226
42.92,9.582979,0.017756,536.363636,0.570968
42.92,7.255986,0.028635,549.242424,0.584677
42.92,9.879142,0.0213,560.606061,0.596774
42.92,11.233029,0.021734,557.575758,0.593548
42.92,9.646443,0.022882,565.909091,0.602419
42.92,5.9021,0.017148,562.878788,0.599194
42.92,18.827487,0.019941,581.060606,0.618548
42.92,9.688752,0.024583,579.545455,0.616935
42.92,8.884881,0.02103,568.939394,0.605645
42.92,5.394392,0.019043,578.787879,0.616129
42.92,8.609873,0.023628,597.727273,0.63629
42.92,10.132996,0.020303,617.424242,0.657258
42.92,12.100362,0.024266,648.484848,0.690323
42.92,6.790588,0.02404,636.363636,0.677419
42.92,7.552149,0.020047,643.939394,0.685484
42.92,9.286816,0.019562,667.424242,0.710484
42.92,3.659725,0.027137,293.181818,0.312097
42.92,10.746476,0.039923,243.181818,0.258871
44,5.519832,0.01482,205.30303,0.14369
44,6.486982,0.007066,196.212121,0.137328
44,7.194653,0.010753,242.424242,0.169671
44,12.337061,0.020717,233.333333,0.163309
44,5.213175,0.017343,300.757576,0.210498
44,5.661366,0.017827,355.30303,0.248674
44,7.737201,0.015148,372.727273,0.26087
44,6.840818,0.018446,389.393939,0.272534
44,28.354011,0.009385,412.878788,0.288971
44,5.449065,0.014195,407.575758,0.28526
44,9.978158,0.01627,479.545455,0.335631
44,8.326927,0.014463,471.212121,0.329799
44,8.468461,0.014699,484.090909,0.338812
44,7.713612,0.014596,501.515152,0.351007
44,8.680762,0.014859,518.181818,0.362672
44,7.737201,0.015683,520.454545,0.364263
44,8.468461,0.018097,521.969697,0.365323
44,9.176132,0.017714,543.181818,0.38017
44,13.209855,0.014752,550,0.384942
44,10.473528,0.013631,554.545455,0.388123
44,10.19046,0.015419,551.515152,0.386002
44,8.704351,0.012876,556.818182,0.389714
44,6.817229,0.015256,578.787879,0.40509
44,8.775118,0.014789,571.969697,0.400318
44,8.23257,0.01923,580.30303,0.406151
44,14.507252,0.013082,576.515152,0.403499
44,5.236764,0.014518,593.181818,0.415164
44,9.199721,0.016122,596.212121,0.417285
44,10.638651,0.014842,610.606061,0.427359
44,5.071641,0.012941,602.272727,0.421527
44,10.284816,0.016463,628.787879,0.440085
44,7.619256,0.015357,660.606061,0.462354
44,14.011882,0.018135,675.757576,0.472959
44,9.034597,0.020534,718.939394,0.503181
44,7.76079,0.017337,741.666667,0.519088
44,8.444872,0.018905,725,0.507423
44,9.034597,0.01923,733.333333,0.513256
44,6.109558,0.016178,750,0.52492
44,5.850079,0.012358,750,0.52492
44,6.416215,0.013778,751.515152,0.525981
44,5.968024,0.015625,762.878788,0.533934
44,4.552682,0.010672,805.30303,0.563627
44,5.802901,0.010772,805.30303,0.563627
44.2,16.885676,0.037834,385.675719,0.543933
44.2,18.223562,0.037474,418.309819,0.589958
44.2,23.171507,0.03651,469.337683,0.661925
44.2,16.712482,0.019018,642.595083,0.906276
44.2,2.287986,0.010517,669.29571,0.943933
46.8,12.546316,0.023753,325.757576,0.246277
46.8,7.732032,0.026734,393.939394,0.297824
46.8,11.087442,0.022758,339.393939,0.256586
46.8,8.403114,0.015128,352.272727,0.266323
46.8,13.100688,0.025716,352.272727,0.266323
46.8,12.050299,0.026835,366.666667,0.277205
46.8,9.395149,0.027252,358.333333,0.270905
46.8,11.875234,0.027771,378.787879,0.286369
46.8,6.127271,0.016622,375,0.283505
46.8,11.087442,0.0222,390.909091,0.295533
46.8,10.591425,0.02239,406.818182,0.30756
46.8,12.954801,0.016403,395.454545,0.298969
46.8,9.803633,0.026933,411.363636,0.310997
46.8,7.994629,0.015339,423.484848,0.32016
46.8,13.246576,0.024322,434.848485,0.328751
46.8,6.94424,0.021544,446.212121,0.337342
46.8,11.612637,0.027524,452.272727,0.341924
46.8,10.445538,0.023694,463.636364,0.350515
46.8,12.371251,0.027036,464.393939,0.351088
46.8,11.379217,0.024936,484.090909,0.365979
46.8,15.843372,0.021526,480.30303,0.363116
46.8,11.991944,0.024701,484.090909,0.365979
46.8,11.933589,0.02121,492.424242,0.372279
46.8,6.82753,0.022173,506.060606,0.382589
46.8,11.670992,0.029394,509.090909,0.38488
46.8,8.724066,0.021563,522.727273,0.395189
46.8,8.782421,0.025549,534.848485,0.404353
46.8,12.896446,0.021246,539.393939,0.407789
46.8,9.161729,0.018596,542.424242,0.41008
46.8,9.249261,0.018313,550,0.415808
46.8,11.525105,0.011807,546.969697,0.413517
46.8,11.904412,0.019238,546.969697,0.413517
46.8,12.954801,0.02364,543.939394,0.411226
46.8,10.474715,0.026809,546.212121,0.412944
46.8,17.94415,0.030629,545.454545,0.412371
46.8,11.35004,0.025883,562.878788,0.425544
46.8,7.17766,0.021475,565.151515,0.427262
46.8,7.702855,0.020297,578.030303,0.436999
46.8,22.816789,0.026286,581.060606,0.43929
46.8,14.267788,0.027483,566.666667,0.428408
46.8,33.437392,0.015512,539.393939,0.407789
46.8,13.304931,0.028272,593.181818,0.448454
46.8,13.275753,0.026944,612.878788,0.463345
46.8,13.129866,0.019211,611.363636,0.462199
46.8,16.835406,0.030795,603.787879,0.456472
46.8,9.045019,0.029395,615.151515,0.465063
46.8,16.718696,0.028797,612.121212,0.462772
46.8,14.530385,0.034588,644.69697,0.4874
46.8,12.692204,0.017234,645.454545,0.487973
46.8,24.071421,0.02914,647.727273,0.489691
46.8,31.074016,0.015192,634.090909,0.479381
46.8,20.540946,0.025534,693.181818,0.524055
46.8,12.663026,0.03144,696.212121,0.526346
46.8,8.052984,0.010026,904.545455,0.683849
46.8,15.843372,0.021076,917.424242,0.693585
46.8,7.6445,0.019255,1028.030303,0.777205
47.09,7.455203,0.023485,301.564985,0.528157
47.09,11.909574,0.021917,317.641955,0.556314
47.09,10.516993,0.025927,328.847116,0.575939
47.09,11.296144,0.027557,349.308714,0.611775
47.09,12.660539,0.027421,346.872809,0.607509
47.09,9.905481,0.026315,340.539458,0.596416
47.09,12.29643,0.030376,356.129247,0.62372
47.09,9.870453,0.023785,375.129302,0.656997
47.09,12.608972,0.024828,402.898614,0.705631
47.09,8.602061,0.033431,396.565262,0.694539
47.09,12.679672,0.028098,415.078137,0.726962
47.09,8.356271,0.026507,415.078137,0.726962
48.76,6.225504,0.014911,213.636364,0.134542
48.76,0.986684,0.001649,230.30303,0.145038
49.42,9.902384,0.021703,497.95197,0.598813
49.42,7.593348,0.018286,622.087305,0.748092
50.33,17.597233,0.038638,427.210028,0.60251
50.33,9.93265,0.022156,507.905255,0.716318
50.33,12.517682,0.024794,531.045798,0.748954
53.88,13.729257,0.029243,81.060606,0.08629
53.88,14.850445,0.036109,286.363636,0.304839
53.88,14.786981,0.020493,289.393939,0.308065
53.88,9.392589,0.031486,310.606061,0.330645
53.88,10.132996,0.037177,325,0.345968
53.88,7.806003,0.024589,307.575758,0.327419
53.88,15.210071,0.029616,318.181818,0.33871
53.88,13.792721,0.032302,320.454545,0.341129
53.88,12.565761,0.02148,328.030303,0.349194
53.88,10.894557,0.02385,346.212121,0.368548
53.88,10.450313,0.033074,369.69697,0.393548
53.88,13.792721,0.034485,359.090909,0.382258
53.88,15.336998,0.023912,365.909091,0.389516
53.88,11.613809,0.030278,371.969697,0.395968
53.88,11.000329,0.025728,376.515152,0.400806
53.88,7.594458,0.027669,384.848485,0.409677
53.88,9.836833,0.03399,389.393939,0.414516
53.88,14.131192,0.029268,397.727273,0.423387
53.88,10.450313,0.022916,400,0.425806
53.88,10.15415,0.028139,414.393939,0.441129
53.88,8.969499,0.027471,408.333333,0.434677
53.88,14.6389,0.025286,418.181818,0.445161
53.88,8.800263,0.02413,417.424242,0.444355
53.88,10.450313,0.027968,425.757576,0.453226
53.88,5.711709,0.025825,433.333333,0.46129
53.88,13.031159,0.018893,436.363636,0.464516
53.88,12.206135,0.020212,434.848485,0.462903
53.88,7.679076,0.025651,448.484848,0.477419
53.88,10.598394,0.024226,459.848485,0.489516
53.88,6.959824,0.025832,449.242424,0.478226
53.88,8.398328,0.021445,461.363636,0.491129
53.88,9.477207,0.018421,468.939394,0.499194
53.88,16.05625,0.020928,462.878788,0.492742
53.88,12.502297,0.021727,478.030303,0.508871
53.88,10.365695,0.025325,504.545455,0.537097
53.88,7.467531,0.027104,490.151515,0.521774
53.88,11.761891,0.02354,491.666667,0.523387
53.88,10.725321,0.019777,485.606061,0.516935
53.88,12.18498,0.02323,506.060606,0.53871
53.88,6.473271,0.018893,515.909091,0.549194
53.88,11.698427,0.026664,549.242424,0.584677
53.88,8.715646,0.02546,564.393939,0.600806
53.88,8.969499,0.020749,556.818182,0.592742
53.88,10.640703,0.018957,580.30303,0.617742
53.88,9.286816,0.023368,574.242424,0.61129
53.88,12.904232,0.019976,586.363636,0.624194
53.88,11.783045,0.022971,606.818182,0.645968
53.88,9.646443,0.024843,653.030303,0.695161
58.05,18.523877,0.040345,404.069484,0.569874
58.05,19.614897,0.027189,421.276555,0.594142
58.05,12.928924,0.023901,437.296931,0.616736
58.05,3.210677,0.006421,463.997558,0.654393
58.05,20.471138,0.031544,457.470738,0.645188
58.05,16.674656,0.03169,449.757223,0.63431
58.05,12.763409,0.023146,470.524378,0.663598
58.05,18.516009,0.032281,493.071573,0.695397
58.05,22.908826,0.032413,531.045798,0.748954
58.05,13.487131,0.035261,519.7722,0.733054
58.05,12.733301,0.021219,542.319396,0.764854
58.05,11.498282,0.026809,545.286132,0.769038
59.99,13.266674,0.020591,454.222477,0.546226
59.99,16.166747,0.022674,494.425398,0.594572
59.99,20.216657,0.021963,558.609009,0.671756
59.99,23.105647,0.020157,761.034243,0.915182
62.59,14.82216,0.017946,263.636364,0.199313
62.59,20.920253,0.013041,318.181818,0.24055
62.59,14.909692,0.020663,332.575758,0.251432
62.59,8.607357,0.020442,362.121212,0.273769
62.59,11.612637,0.024314,368.939394,0.278923
62.59,15.960081,0.023783,378.030303,0.285796
62.59,14.00519,0.024683,390.909091,0.295533
62.59,14.180255,0.022646,397.727273,0.300687
62.59,19.840686,0.015042,383.333333,0.289805
62.59,22.700079,0.017621,419.69697,0.317297
62.59,15.347354,0.022671,426.515152,0.322451
62.59,15.464064,0.021515,430.30303,0.325315
62.59,12.692204,0.027437,431.060606,0.325888
62.59,18.76112,0.023082,448.484848,0.339061
62.59,9.657746,0.02535,438.636364,0.331615
62.59,12.517139,0.020535,478.030303,0.361397
62.59,17.273068,0.02232,472.727273,0.357388
62.59,14.676272,0.01865,478.030303,0.361397
62.59,14.00519,0.027121,478.787879,0.36197
62.59,13.917658,0.022433,496.969697,0.375716
62.59,14.617917,0.023894,483.333333,0.365407
62.59,10.29965,0.0204,474.242424,0.358534
62.59,18.206747,0.033101,506.060606,0.382589
62.59,11.904412,0.019931,519.69697,0.392898
62.59,27.485186,0.025699,504.545455,0.381443
62.59,13.976013,0.023619,525,0.396907
62.59,13.334108,0.024165,519.69697,0.392898
62.59,11.933589,0.024755,541.666667,0.409507
62.59,12.167009,0.017183,528.787879,0.399771
62.59,13.567528,0.028069,545.454545,0.412371
62.59,16.018436,0.01906,525,0.396907
62.59,13.013156,0.019183,546.212121,0.412944
62.59,17.47731,0.029606,556.060606,0.420389
62.59,15.697484,0.026199,555.30303,0.419817
62.59,18.848652,0.019759,549.242424,0.415235
62.59,23.137742,0.027579,598.484848,0.452463
62.59,23.108564,0.031345,603.787879,0.456472
62.59,17.418955,0.02673,612.878788,0.463345
62.59,13.77177,0.017069,628.030303,0.4748
62.59,11.583459,0.016547,628.787879,0.475372
62.59,27.310121,0.026639,637.121212,0.481672
62.59,9.453503,0.011939,660.606061,0.499427
62.59,13.479996,0.028592,653.787879,0.494273
62.59,23.750469,0.029136,665.151515,0.502864
62.59,18.17757,0.031858,671.212121,0.507446
62.59,9.774456,0.018484,684.848485,0.517755
62.59,8.694889,0.020196,685.606061,0.518328
62.59,20.628478,0.025732,716.666667,0.54181
62.59,17.885795,0.023648,716.666667,0.54181
62.59,21.124495,0.023008,716.666667,0.54181
62.59,13.421641,0.024342,740.151515,0.559565
62.59,13.800948,0.025898,726.515152,0.549255
62.59,12.021122,0.026473,741.666667,0.56071
62.59,12.342074,0.018384,757.575758,0.572738
62.59,14.93887,0.024451,758.333333,0.57331
62.59,11.875234,0.022403,773.484848,0.584765
62.59,12.546316,0.027904,768.939394,0.581329
62.59,14.092723,0.023706,789.393939,0.596793
62.59,11.262507,0.017397,784.090909,0.592784
62.59,10.76649,0.023,781.818182,0.591065
62.59,16.018436,0.015739,763.636364,0.57732
62.59,13.217398,0.023066,783.333333,0.592211
62.59,17.885795,0.022097,798.484848,0.603666
62.59,12.050299,0.018433,801.515152,0.605956
62.59,15.464064,0.023008,812.121212,0.613975
62.59,14.58874,0.018639,796.969697,0.60252
62.59,12.838091,0.019694,799.242424,0.604238
62.59,10.066231,0.01868,807.575758,0.610538
62.59,11.875234,0.024779,818.939394,0.619129
62.59,7.819565,0.019256,821.212121,0.620848
62.59,14.384498,0.016144,814.393939,0.615693
62.59,10.64978,0.021335,837.121212,0.632875
62.59,10.445538,0.021685,835.606061,0.63173
62.59,16.572809,0.019908,830.30303,0.627721
62.59,13.129866,0.027235,840.909091,0.635739
62.59,12.458784,0.017154,859.090909,0.649485
62.59,14.092723,0.017294,859.090909,0.649485
62.59,13.042333,0.019007,863.636364,0.652921
62.59,8.928309,0.017396,854.545455,0.646048
62.59,14.70545,0.021806,884.090909,0.668385
62.59,12.079477,0.018133,856.060606,0.647194
62.59,7.936275,0.018197,875.757576,0.662085
62.59,12.254542,0.020218,900.757576,0.680985
62.59,11.379217,0.015062,928.030303,0.701604
62.59,11.612637,0.014711,971.212121,0.73425
62.59,10.153763,0.021267,953.787879,0.721077
62.59,10.270473,0.017598,965.151515,0.729668
62.59,13.479996,0.018304,996.969697,0.753723
62.59,7.29437,0.028538,495.454545,0.37457
62.59,14.00519,0.024683,390.909091,0.295533
66.08,33.149069,0.027726,228.030303,0.242742
66.08,20.858317,0.027312,287.121212,0.305645
66.08,13.623485,0.032176,312.121212,0.332258
66.08,17.621681,0.027981,350,0.372581
66.08,20.096756,0.020824,365.909091,0.389516
66.08,16.923584,0.027066,394.69697,0.420161
66.08,16.24664,0.025032,396.212121,0.421774
66.08,7.340604,0.025029,428.030303,0.455645
66.08,16.690884,0.027009,425.757576,0.453226
66.08,9.456052,0.03348,450.757576,0.479839
66.08,21.746805,0.023616,432.575758,0.460484
66.08,13.560021,0.025988,437.878788,0.466129
66.08,15.950478,0.027996,449.242424,0.478226
66.08,17.367828,0.02675,465.151515,0.495161
66.08,11.613809,0.018131,463.636364,0.493548
66.08,15.294689,0.015857,462.878788,0.492742
66.08,16.944738,0.019353,492.424242,0.524194
66.08,12.60807,0.018682,487.878788,0.519355
66.08,14.300428,0.021724,501.515152,0.533871
66.08,20.202528,0.019288,497.727273,0.529839
66.08,17.748608,0.017538,529.545455,0.56371
66.08,18.848641,0.018319,532.575758,0.566935
66.08,10.809939,0.020728,550,0.585484
66.08,13.856184,0.017842,562.121212,0.598387
66.08,15.844705,0.015972,578.030303,0.615323
66.08,12.904232,0.021676,590.909091,0.629032
66.08,13.348477,0.02021,596.969697,0.635484
66.08,9.921451,0.019269,621.969697,0.662097
66.08,11.888817,0.018435,625.757576,0.666129
66.08,14.448509,0.023679,656.818182,0.699194
66.08,21.852577,0.019743,678.787879,0.722581
66.12,15.142065,0.022562,506.415743,0.608991
66.12,13.601427,0.022445,605.15976,0.727735
66.12,13.789792,0.02029,632.667021,0.760814
68.43,7.89347,0.014774,194.69697,0.122615
68.43,9.068093,0.010465,241.666667,0.152195
68.43,9.89033,0.012399,527.272727,0.332061
68.43,11.440833,0.009533,609.848485,0.384065
68.43,7.259173,0.008265,612.878788,0.385973
68.43,8.551259,0.009632,628.787879,0.395992
68.43,7.353143,0.009273,645.454545,0.406489
68.43,8.786184,0.006279,645.454545,0.406489
68.43,2.490202,0.003459,665.151515,0.418893
68.43,7.869977,0.008312,686.363636,0.432252
68.43,4.111182,0.008135,676.515152,0.42605
68.43,7.822992,0.009202,708.333333,0.446088
68.43,3.52387,0.005535,746.969697,0.47042
68.43,6.483922,0.006278,765.151515,0.48187
68.43,6.413444,0.010114,818.939394,0.515744
68.43,4.698494,0.007776,848.484848,0.534351
68.43,5.638193,0.009041,826.515152,0.520515
68.43,6.131535,0.00989,856.818182,0.539599
68.43,6.789324,0.010822,860.606061,0.541985
68.43,4.980404,0.009622,873.484848,0.550095
68.43,8.621736,0.014779,912.121212,0.574427
68.43,9.021108,0.012583,912.121212,0.574427
71.13,15.002621,0.018068,248.484848,0.173913
71.13,11.959637,0.016155,265.909091,0.186108
71.13,10.119693,0.013339,281.060606,0.196713
71.13,14.884676,0.018222,283.333333,0.198303
71.13,12.101171,0.016923,305.30303,0.21368
71.13,8.657173,0.015917,285.606061,0.199894
71.13,12.242705,0.017659,317.424242,0.222163
71.13,4.36397,0.009029,310.606061,0.217391
71.13,9.93098,0.013594,329.545455,0.230647
71.13,11.063254,0.015561,355.30303,0.248674
71.13,9.718679,0.009365,335.606061,0.234889
71.13,9.954569,0.017116,362.121212,0.253446
